custid,firstorder,lastorder,recency,history,used_discount,used_bogo,zip_code,is_referral,channel,offer,conversion,retained,eopenrate,avg_order,paperless,city
W3J3PF,13/10/2009,16/11/2009,9,42.12,0,1,Rural,0,Web,Discount,0,1,39.39393939,55.23,1,DEL
FBJ7MM,30/10/2009,08/01/2010,6,222.23,1,0,Rural,1,Phone,Buy One Get One,0,1,87.87878788,38.37,1,MAA
SQ6SLD,13/10/2009,13/10/2009,2,212.76,1,1,Surburban,1,Web,No Offer,0,1,21.42857143,40.02,1,BOM
L453PV,13/10/2009,13/10/2009,8,106.36,1,0,Surburban,1,Phone,Discount,0,0,100,40,1,MAA
3LJ5LZ,14/10/2009,04/01/2010,5,45.34,0,1,Surburban,1,Phone,Discount,1,1,21.05263158,110.92,1,MAA
KTVX8Q,13/10/2009,20/10/2009,11,286.83,1,1,Surburban,0,Phone,Discount,0,1,18.91891892,38.46,1,DEL
KKFLBZ,13/10/2009,13/10/2009,11,272.24,0,1,Surburban,0,Multichannel,Buy One Get One,0,0,100,40,1,MAA
YX2QVM,15/10/2009,10/11/2009,1,82.05,1,0,Rural,1,Web,Discount,1,1,30.3030303,37.33,1,MAA
SATFUC,13/10/2009,13/10/2009,1,486.48,1,0,Urban,0,Web,Discount,1,0,100,40,1,MAA
F2VCKE,13/10/2009,13/10/2009,11,87.98,1,0,Rural,0,Phone,No Offer,0,0,100,40,1,MAA
35XLJB,20/10/2009,20/10/2009,4,29.99,1,0,Rural,0,Phone,Buy One Get One,0,1,0,65.64,1,BOM
EVUERU,14/10/2009,14/10/2009,6,87.41,1,0,Surburban,1,Phone,No Offer,0,1,6.060606061,40.02,1,DEL
4Q56K8,14/10/2009,02/11/2009,3,50.72,1,0,Surburban,1,Phone,Discount,0,1,12.90322581,44.32,1,BOM
YLVVEM,23/10/2009,23/10/2009,5,254.77,0,1,Urban,1,Phone,Discount,0,1,10.81081081,80.25,1,BOM
HY9LLK,14/10/2009,14/10/2009,7,60.81,1,0,Surburban,0,Phone,Discount,0,1,15.625,40,1,MAA
38E7S6,14/10/2009,14/10/2009,5,100.11,1,0,Surburban,1,Phone,Discount,0,0,50,40.02,1,DEL
CHZQCN,14/11/2009,12/12/2009,9,71.66,0,1,Surburban,1,Phone,Buy One Get One,0,1,37.83783784,59.27,1,MAA
HBPQ3X,14/10/2009,14/10/2009,2,93.81,0,1,Urban,0,Phone,Buy One Get One,0,1,15,46.15,1,DEL
5CKBN7,14/10/2009,14/10/2009,6,257.35,0,1,Urban,0,Multichannel,Buy One Get One,1,1,6.060606061,25,1,MAA
2JSEW4,14/10/2009,11/11/2009,2,441.22,0,1,Surburban,0,Web,No Offer,0,0,29.41176471,59.75,1,DEL
JTVGV3,15/10/2009,15/10/2009,7,92.47,1,0,Rural,0,Web,Discount,0,1,2.857142857,100.02,1,BOM
MH9XXU,14/10/2009,14/10/2009,8,29.99,0,1,Surburban,0,Web,No Offer,0,1,7.5,40,1,MAA
47NKT8,14/10/2009,14/10/2009,12,365.6,1,1,Rural,0,Phone,Discount,0,0,0,40.02,1,BOM
7GR62C,14/10/2009,26/10/2009,4,598.85,0,1,Urban,1,Multichannel,Discount,0,1,3.125,38.01,1,DEL
4PGEUB,14/10/2009,14/10/2009,1,39.62,1,0,Surburban,1,Phone,Buy One Get One,0,0,34.61538462,40.02,1,BOM
W59LH6,21/10/2009,21/10/2009,1,32.49,0,1,Rural,1,Web,Buy One Get One,0,1,5.263157895,42.06,1,MAA
RUHZKG,14/10/2009,13/11/2009,4,117.4,0,1,Urban,1,Web,Buy One Get One,0,1,100,37.9,1,MAA
EEQAQ4,14/10/2009,14/10/2009,5,136.88,0,1,Urban,0,Web,No Offer,0,1,0,40.02,1,DEL
ZWXMSW,19/10/2009,19/10/2009,8,501.95,1,0,Surburban,1,Web,Discount,0,1,84.21052632,45.65,1,DEL
9KLCW9,15/10/2009,15/10/2009,1,151.49,0,1,Surburban,0,Web,Buy One Get One,0,1,0,40.02,1,MAA
4SL9ND,14/10/2009,13/11/2009,2,316.71,1,1,Urban,0,Multichannel,No Offer,0,1,19.44444444,35.5,1,BOM
K3Z44L,14/10/2009,14/10/2009,4,62.37,0,1,Surburban,0,Phone,Discount,1,1,56.52173913,40.02,1,DEL
W5TFG8,17/11/2009,17/11/2009,9,181.5,1,0,Rural,1,Phone,Discount,0,1,16.66666667,29.43,1,MAA
X8F2WK,14/10/2009,29/10/2009,8,325.15,1,0,Surburban,1,Multichannel,Discount,0,1,48.14814815,29.01,1,BOM
CX8GT6,18/10/2009,18/10/2009,6,395.67,1,1,Surburban,0,Web,Buy One Get One,0,1,12.12121212,48.14,1,MAA
ZC5E3U,14/10/2009,14/10/2009,10,138.16,1,0,Urban,1,Web,No Offer,0,1,0,40.02,1,BOM
XMW5MC,14/10/2009,14/10/2009,11,75.75,0,1,Surburban,0,Phone,Discount,0,0,6.666666667,40.02,1,DEL
8MD7J7,14/10/2009,20/11/2009,9,97.41,1,0,Surburban,0,Phone,No Offer,0,1,36.66666667,72.89,1,BOM
QD5JKL,15/10/2009,15/10/2009,1,873.58,1,0,Urban,1,Web,Buy One Get One,0,1,83.33333333,22.24,1,MAA
HZQD82,14/10/2009,13/01/2010,3,138.7,1,0,Urban,1,Web,Buy One Get One,0,1,60,130.48,1,DEL
G9WDDW,09/11/2009,09/11/2009,1,397.84,1,0,Rural,0,Phone,No Offer,0,1,75.86206897,80.26,1,DEL
36SH6Z,04/11/2009,04/11/2009,1,112.72,1,0,Surburban,1,Phone,No Offer,0,1,5.555555556,44.27,1,MAA
U3WVN9,15/10/2009,15/10/2009,4,595.38,0,1,Urban,1,Multichannel,Buy One Get One,0,1,6.25,94.32,1,MAA
N8QMRC,20/10/2009,20/10/2009,12,331.24,0,1,Rural,0,Web,Discount,0,1,5.882352941,88.21,1,MAA
6PN4GU,25/10/2009,25/10/2009,2,465.07,0,1,Urban,0,Web,Buy One Get One,1,1,0,31.2,1,DEL
K4ZRPN,14/10/2009,19/10/2009,10,111.15,0,1,Surburban,0,Phone,Buy One Get One,0,0,66.66666667,54.61,1,DEL
KVARDP,17/11/2009,01/12/2009,8,172.11,1,0,Urban,0,Phone,No Offer,0,1,32.55813953,34.03,1,MAA
W8UYM9,03/12/2009,03/12/2009,10,59,0,1,Surburban,0,Phone,Buy One Get One,0,0,50,51.02,1,DEL
PHBY78,14/10/2009,14/10/2009,7,65.01,0,1,Urban,0,Web,Buy One Get One,0,1,7.692307692,140.14,1,DEL
NR6Z4Y,14/10/2009,14/10/2009,5,29.99,0,1,Rural,1,Phone,Discount,0,1,77.77777778,33,1,MAA
Q939JD,14/10/2009,18/01/2010,9,122.1,1,0,Urban,0,Web,No Offer,0,1,21.21212121,75.8,1,MAA
4DMB9C,03/11/2009,06/01/2010,2,84.56,0,1,Surburban,0,Web,Buy One Get One,0,1,46.66666667,65.65,1,MAA
KA8Z5S,14/10/2009,21/10/2009,2,679.27,1,0,Urban,1,Web,Buy One Get One,0,1,50,103.54,1,BOM
AGTAGW,14/10/2009,14/10/2009,5,29.99,0,1,Surburban,1,Phone,Discount,0,1,19.35483871,40.02,1,BOM
QS3597,15/10/2009,07/01/2010,5,29.99,0,1,Urban,0,Phone,No Offer,0,1,10.81081081,69.62,1,BOM
FTEUA9,14/10/2009,24/12/2009,1,29.99,0,1,Surburban,0,Phone,Buy One Get One,0,1,40,37.94,1,BOM
LABEM8,08/10/2009,08/10/2009,10,29.99,1,0,Urban,1,Phone,Buy One Get One,0,1,10.71428571,40.02,0,BOM
BGE6RA,26/10/2009,26/10/2009,8,67.21,0,1,Urban,0,Web,No Offer,1,1,8.823529412,36.34,1,MAA
LRNTNW,14/10/2009,14/10/2009,1,132.18,1,0,Urban,0,Phone,Discount,0,0,100,40.02,1,DEL
4J6TLZ,14/10/2009,14/10/2009,2,565.65,0,1,Urban,1,Phone,Buy One Get One,0,0,80,40.02,1,BOM
A9C879,12/11/2009,12/11/2009,2,108.83,0,1,Urban,1,Phone,Buy One Get One,0,1,11.11111111,50.39,1,MAA
NDEW6V,14/10/2009,14/10/2009,2,96.43,1,0,Rural,0,Web,Buy One Get One,1,1,73.91304348,40,1,MAA
E73ZLV,14/10/2009,14/10/2009,10,53.07,1,0,Urban,0,Phone,Buy One Get One,0,1,3.125,51.49,1,BOM
TNWM4J,15/10/2009,18/11/2009,1,470.45,1,1,Rural,0,Web,Discount,1,1,25.71428571,37.94,1,BOM
PFE5CL,25/10/2009,12/01/2010,9,187.97,1,0,Urban,0,Phone,No Offer,0,1,67.64705882,46.4,1,MAA
F8GR8M,14/10/2009,14/10/2009,1,882.35,1,0,Surburban,1,Multichannel,Discount,1,1,16.66666667,40.02,1,BOM
DGB9TE,21/11/2009,21/11/2009,2,29.99,1,0,Rural,1,Phone,Discount,0,1,20,58.7,1,MAA
UNTGUC,19/10/2009,19/10/2009,12,29.99,0,1,Urban,1,Phone,No Offer,0,1,53.57142857,45.32,1,MAA
KNQZGA,14/10/2009,14/10/2009,10,29.99,1,0,Surburban,0,Web,Discount,0,1,90.90909091,41.25,1,MAA
GJHT54,14/10/2009,14/10/2009,5,29.99,1,0,Surburban,1,Web,Buy One Get One,0,1,71.42857143,40.02,1,BOM
F325X8,15/10/2009,16/10/2009,3,75.98,0,1,Urban,0,Web,No Offer,0,1,10,75.4,1,DEL
QV9GHJ,20/10/2009,02/11/2009,1,129.79,1,0,Surburban,0,Web,Discount,1,1,12.12121212,15.43,1,MAA
3GMLJL,14/10/2009,14/10/2009,3,205.42,0,1,Surburban,0,Web,No Offer,1,1,16.12903226,40.02,1,BOM
N7VXBU,14/10/2009,18/01/2010,7,64.98,0,1,Urban,0,Web,Discount,0,1,6.060606061,39.57,1,BOM
53PKGL,14/10/2009,14/10/2009,6,757.76,0,1,Urban,1,Web,No Offer,0,1,6.25,40.25,1,BOM
AXT6HJ,14/10/2009,14/10/2009,1,65.6,1,0,Urban,1,Web,No Offer,1,1,9.090909091,40.02,1,DEL
NAPB38,14/10/2009,14/10/2009,10,29.99,1,0,Rural,0,Web,Buy One Get One,0,1,0,4.61,1,DEL
4UXCFT,14/10/2009,14/10/2009,6,56.32,1,0,Urban,1,Phone,Discount,0,1,0,40.02,1,BOM
TAKQ8F,14/10/2009,14/10/2009,12,83.7,0,1,Urban,1,Phone,Buy One Get One,1,1,3.225806452,52.58,1,MAA
YZH9CD,18/10/2009,18/10/2009,10,37.39,1,0,Surburban,1,Web,Discount,0,1,73.07692308,65.18,1,BLR
2BZY2D,04/11/2009,04/11/2009,6,157.19,1,0,Rural,1,Phone,Buy One Get One,0,1,48.64864865,99.24,1,MAA
B6UXET,14/10/2009,14/10/2009,2,202.17,0,1,Surburban,0,Web,Discount,1,1,6.666666667,40,1,BLR
SQHLRR,16/10/2009,08/01/2010,1,37.1,1,0,Urban,0,Web,Buy One Get One,0,1,33.33333333,32.37,1,MAA
TR3SF7,14/10/2009,14/10/2009,7,164.1,1,0,Surburban,0,Web,Discount,0,1,75,97.91,1,MAA
3YPVDY,14/10/2009,14/10/2009,3,169.02,1,0,Urban,0,Phone,Buy One Get One,0,1,0,51.52,1,MAA
PFVC8X,03/11/2009,03/11/2009,3,33.25,0,1,Urban,0,Phone,Buy One Get One,0,1,16.66666667,29.98,1,MAA
RAZSUW,14/10/2009,14/10/2009,9,29.99,1,0,Urban,0,Web,Buy One Get One,0,1,0,40.02,1,DEL
P5A8HR,14/10/2009,14/10/2009,12,52.64,1,0,Surburban,1,Phone,Discount,0,1,0,40.02,1,BOM
T6B2J4,15/10/2009,11/01/2010,1,176.52,0,1,Surburban,0,Web,Discount,0,0,33.33333333,72.68,1,MAA
8ZVAZT,14/10/2009,14/10/2009,2,30.35,1,0,Surburban,0,Web,No Offer,0,0,5.882352941,40.02,1,DEL
XXAEMW,20/10/2009,20/10/2009,4,29.99,0,1,Urban,0,Web,Buy One Get One,0,1,30.76923077,92.33,1,MAA
6PXFB6,14/10/2009,14/10/2009,5,313.37,1,1,Urban,0,Web,Discount,0,1,5.882352941,40.02,1,BOM
LQXHVH,16/11/2009,16/11/2009,3,429.5,1,0,Surburban,0,Web,No Offer,0,1,94.11764706,50.12,1,MAA
2T2SPC,27/10/2009,27/10/2009,10,375.12,0,1,Rural,0,Multichannel,Buy One Get One,0,1,3.125,53.06,1,BOM
QG9JZC,14/10/2009,16/01/2010,2,261.29,0,1,Surburban,1,Multichannel,Discount,0,1,10.81081081,31.49,1,BOM
VXHC74,14/10/2009,14/10/2009,12,29.99,0,1,Urban,1,Web,No Offer,0,1,5.882352941,40.02,1,MAA
2V9E47,14/10/2009,14/10/2009,5,68.82,1,0,Surburban,0,Web,No Offer,0,1,5.405405405,40.02,1,BOM
2PMDV7,14/10/2009,19/11/2009,12,29.99,1,0,Urban,0,Web,Buy One Get One,0,1,14.28571429,38.46,1,DEL
Q8VRNK,14/10/2009,14/10/2009,5,212.69,1,0,Surburban,0,Web,No Offer,0,1,6.060606061,40.02,1,BOM
XKJMEU,15/10/2009,15/10/2009,2,100.87,0,1,Surburban,0,Phone,Discount,0,1,84,50.85,1,MAA
5ZVKH5,14/10/2009,14/10/2009,10,29.99,0,1,Rural,1,Web,No Offer,0,0,100,40.02,1,BOM
3V4P2E,14/10/2009,14/10/2009,9,232.49,1,0,Surburban,0,Phone,Buy One Get One,0,0,40,50.5,1,MAA
RBWF8L,14/10/2009,14/10/2009,10,29.99,1,0,Surburban,1,Web,Buy One Get One,0,1,0,40.02,1,DEL
G7ZRZS,14/10/2009,14/10/2009,2,96.44,0,1,Surburban,0,Phone,No Offer,0,1,0,40.02,1,BOM
N2U9XG,14/10/2009,20/12/2009,5,98.92,1,0,Urban,1,Phone,No Offer,0,1,40,53.89,1,MAA
KRPRG3,14/10/2009,14/10/2009,4,39.96,1,0,Surburban,1,Phone,Discount,0,0,100,40,1,MAA
Z62829,14/10/2009,14/10/2009,10,37.43,1,0,Urban,1,Phone,No Offer,0,1,3.03030303,40,1,MAA
PBNW5R,14/10/2009,27/10/2009,6,29.99,1,0,Urban,0,Phone,Discount,0,1,0,38.01,1,DEL
KC8KH7,14/10/2009,14/10/2009,4,458.36,0,1,Surburban,0,Phone,Discount,0,1,50,40.02,1,MAA
GNKJ6R,14/10/2009,21/10/2009,5,32.3,1,0,Urban,0,Web,Discount,1,1,46.42857143,38.46,1,DEL
56EJYL,17/11/2009,17/11/2009,1,543.86,1,1,Surburban,1,Phone,Buy One Get One,0,1,0,81.79,1,BLR
V5G3BB,14/10/2009,14/10/2009,3,577.79,1,1,Urban,1,Multichannel,Discount,0,1,17.24137931,40,1,MAA
D2B942,14/10/2009,14/10/2009,3,53.79,0,1,Urban,1,Phone,Discount,0,1,6.666666667,40.02,1,DEL
C29NEJ,14/10/2009,14/10/2009,10,402.24,1,0,Urban,1,Phone,Discount,0,1,16.12903226,40.02,1,BOM
4NQ24K,15/10/2009,15/10/2009,1,775.93,0,1,Surburban,1,Web,No Offer,0,1,72,21.25,1,MAA
6ACM89,16/10/2009,16/10/2009,8,401.32,0,1,Urban,0,Multichannel,Discount,1,1,6.666666667,92.37,1,BOM
C3QKFQ,25/10/2009,25/10/2009,9,40.52,0,1,Urban,0,Phone,Buy One Get One,1,1,100,88.84,1,MAA
QAFHUD,15/10/2009,15/10/2009,1,388.87,0,1,Surburban,0,Web,Buy One Get One,1,1,15.15151515,50.89,1,MAA
VZY2Z7,02/11/2009,11/11/2009,3,44.43,0,1,Urban,1,Web,Discount,0,1,96.15384615,48.77,1,MAA
T2JHBY,23/10/2009,06/11/2009,1,133.19,0,1,Rural,0,Web,No Offer,0,0,80,14.22,1,MAA
BZPQBX,30/12/2009,14/01/2010,3,630.05,0,1,Urban,1,Phone,Discount,0,1,32.55813953,23.75,1,BLR
MJUGEH,15/10/2009,15/10/2009,1,232.5,1,0,Urban,0,Web,No Offer,0,1,17.14285714,40,1,MAA
AKABDP,15/10/2009,15/10/2009,2,180.8,1,0,Surburban,0,Web,Discount,1,1,21.875,79.45,1,BLR
X6USBE,15/10/2009,15/10/2009,9,119.1,0,1,Surburban,1,Web,Discount,0,1,19.35483871,40.02,1,BOM
XFRBKV,15/10/2009,15/01/2010,1,1309.92,1,1,Urban,1,Multichannel,No Offer,0,1,26.66666667,76.07,1,BOM
2MMDYA,04/11/2009,04/11/2009,4,437.52,1,0,Surburban,1,Web,Buy One Get One,0,1,17.64705882,40,1,MAA
V89BHH,15/10/2009,26/10/2009,3,60.01,1,0,Surburban,1,Phone,No Offer,0,1,15.78947368,32.45,1,BOM
STZVNW,29/10/2009,29/10/2009,11,635.34,1,0,Urban,1,Phone,No Offer,0,1,16.66666667,183.03,1,BLR
EFY4XZ,15/10/2009,16/01/2010,4,29.99,0,1,Urban,0,Phone,Discount,1,1,9.302325581,83.41,1,MAA
GQ6JSF,15/10/2009,15/10/2009,12,29.99,0,1,Surburban,0,Phone,Buy One Get One,0,0,83.33333333,40.02,0,BOM
J3F8LF,15/10/2009,15/10/2009,2,611.69,1,1,Urban,1,Web,No Offer,0,0,46.66666667,40.02,1,DEL
KP9NX4,15/10/2009,15/01/2010,3,71.27,1,0,Urban,1,Phone,Buy One Get One,0,1,58.69565217,48.44,1,BOM
8Z7MN3,15/10/2009,15/10/2009,4,367.78,1,0,Surburban,1,Phone,Discount,0,1,5.882352941,50.47,1,BLR
FWZ875,15/10/2009,15/10/2009,8,97.62,0,1,Urban,1,Web,Discount,0,0,50,40.02,1,DEL
P9CC6N,15/10/2009,15/10/2009,1,526.35,1,0,Rural,1,Multichannel,No Offer,0,1,60.71428571,40.02,1,BOM
JQUX36,15/10/2009,15/10/2009,8,49.99,0,1,Surburban,0,Phone,Discount,0,0,16.66666667,40.02,1,BOM
8M3W4E,15/10/2009,15/10/2009,2,165.06,1,0,Surburban,0,Web,Buy One Get One,0,1,3.333333333,40.02,1,MAA
JZFV7K,12/12/2009,12/12/2009,3,947.33,1,1,Surburban,1,Web,Buy One Get One,1,1,27.5,40,1,BLR
UKX3X8,15/10/2009,15/10/2009,3,416.21,1,0,Surburban,0,Web,Buy One Get One,0,0,100,40.02,1,BOM
VW8GC4,17/10/2009,17/10/2009,1,140.46,1,0,Urban,0,Web,Buy One Get One,0,1,5.555555556,43.91,1,DEL
QP8FD9,15/10/2009,15/10/2009,1,154.11,1,0,Urban,0,Phone,Discount,0,1,0,40.02,1,BOM
4ZMEJN,15/10/2009,11/11/2009,5,206.9,0,1,Surburban,1,Phone,Buy One Get One,0,1,39.39393939,80.47,1,DEL
X8G3X8,03/11/2009,20/11/2009,5,29.99,0,1,Rural,0,Web,Discount,0,1,24.32432432,45.21,1,MAA
7BCP7W,12/11/2009,12/11/2009,9,182.83,0,1,Surburban,1,Web,Discount,0,1,26.47058824,40.02,1,BOM
QQ8NBA,15/10/2009,15/10/2009,11,97.75,1,0,Urban,0,Phone,No Offer,1,1,8.571428571,40,1,BLR
3QYD3J,15/10/2009,15/10/2009,1,106.78,1,0,Urban,1,Phone,Discount,0,1,77.77777778,40.02,1,MAA
6UF3ZN,15/10/2009,27/11/2009,1,808.21,0,1,Surburban,1,Multichannel,Buy One Get One,0,1,11.11111111,35.47,1,MAA
YSJDVS,26/10/2009,26/10/2009,7,313.16,1,0,Surburban,0,Web,No Offer,0,1,53.33333333,74.65,1,BLR
V8P4N5,19/10/2009,22/10/2009,9,59.08,0,1,Surburban,0,Web,No Offer,0,1,18.75,44.29,1,MAA
S5UBWV,17/10/2009,17/10/2009,1,243.11,1,0,Surburban,0,Phone,Discount,0,1,2.857142857,40,1,BLR
B9GWWN,15/10/2009,15/10/2009,7,86.8,1,0,Surburban,1,Web,Buy One Get One,0,1,42.42424242,40.25,1,BOM
3ZN6ZQ,15/10/2009,11/11/2009,2,352.4,1,0,Rural,0,Phone,Discount,0,1,20.51282051,53.83,1,BLR
26DKR6,16/10/2009,16/10/2009,1,169.54,0,1,Urban,0,Web,Discount,0,1,57.69230769,40.02,1,BOM
L5WZ7H,15/10/2009,15/10/2009,4,411.97,1,0,Surburban,0,Multichannel,Buy One Get One,0,1,0,40.02,1,BOM
RQVFM8,15/10/2009,15/10/2009,1,205.15,0,1,Surburban,0,Phone,No Offer,0,1,9.375,54.14,1,BOM
TV6UR8,16/10/2009,16/10/2009,7,69.61,0,1,Urban,1,Web,Discount,0,1,6.451612903,40.02,1,BOM
7WNMV6,16/11/2009,16/11/2009,5,29.99,1,0,Rural,0,Web,Buy One Get One,0,1,8.888888889,53.18,1,MAA
9JAAV8,15/10/2009,15/10/2009,1,824.94,0,1,Surburban,1,Multichannel,Discount,0,1,8.571428571,40,1,MAA
MLWHDF,21/10/2009,13/01/2010,4,34.08,1,0,Urban,1,Phone,Discount,0,1,82.14285714,31.82,1,DEL
5GUAV5,15/10/2009,15/10/2009,1,338.38,1,0,Surburban,0,Web,Discount,0,1,3.03030303,40.02,1,BOM
5SA9NX,16/10/2009,28/12/2009,11,198.79,1,0,Surburban,0,Web,No Offer,0,1,100,56.36,1,DEL
SSLN9Q,01/11/2009,01/11/2009,7,73.83,0,1,Urban,1,Phone,Discount,0,1,66.66666667,70.5,1,BLR
N3PMGG,17/10/2009,02/11/2009,6,349.33,0,1,Rural,0,Multichannel,No Offer,0,0,25,57.93,1,DEL
FDBUMP,02/11/2009,02/11/2009,7,59.98,1,0,Surburban,1,Web,Discount,0,1,16.66666667,81.05,1,DEL
94CRYA,20/10/2009,19/11/2009,4,39.09,1,0,Urban,0,Web,Buy One Get One,0,1,23.52941176,49.61,1,DEL
NJE7PB,26/10/2009,26/10/2009,8,77.08,0,1,Rural,1,Web,Discount,0,1,70.83333333,64.1,1,DEL
73ECLJ,20/10/2009,05/01/2010,7,290.36,1,0,Rural,1,Web,No Offer,0,1,62.06896552,43.79,1,DEL
EXMXXS,05/12/2008,03/11/2009,10,247.71,0,1,Urban,0,Phone,Buy One Get One,0,1,58.62068966,58.73,0,MAA
T25RP6,19/10/2009,04/01/2010,4,50.79,1,0,Urban,1,Web,Discount,0,1,93.75,43.22,1,DEL
TR4VPD,20/10/2009,30/11/2009,1,159.68,1,0,Surburban,0,Phone,No Offer,0,1,5.555555556,62.79,1,DEL
YAXKBN,16/10/2009,28/12/2009,1,112.05,0,1,Surburban,1,Web,No Offer,0,1,21.62162162,45.05,1,DEL
7C97YM,21/10/2009,28/10/2009,1,481.19,1,0,Urban,1,Web,No Offer,0,0,100,64.59,1,DEL
X2TRX6,17/10/2009,04/11/2009,4,29.99,1,0,Urban,1,Phone,No Offer,0,1,20,47.4,1,DEL
G3SF6A,17/10/2009,11/11/2009,4,185.24,1,0,Surburban,0,Web,Buy One Get One,0,1,25.80645161,39.64,1,DEL
H4X9FC,15/10/2009,15/10/2009,2,630.49,1,0,Urban,1,Phone,Discount,0,1,11.42857143,60.26,1,DEL
X9N2Q5,11/11/2009,11/11/2009,4,205.86,1,1,Urban,1,Multichannel,Discount,0,1,5.263157895,23.54,1,DEL
6GGW7A,15/10/2009,15/10/2009,2,510.98,1,1,Surburban,1,Web,Buy One Get One,0,1,58.33333333,47.99,1,MAA
6U3YZ3,02/11/2009,10/11/2009,6,29.99,0,1,Urban,1,Web,Discount,0,1,0,35.56,1,DEL
3SZYDS,15/10/2009,08/01/2010,8,97.88,1,0,Surburban,0,Web,Buy One Get One,1,1,34.88372093,44.63,1,BOM
8322H4,15/10/2009,10/12/2009,4,93.31,0,1,Surburban,1,Web,No Offer,1,1,7.5,35.13,1,DEL
CAU4DZ,15/10/2009,15/10/2009,3,181.55,1,0,Urban,0,Phone,Buy One Get One,1,1,0,91.91,1,MAA
KRD8G6,15/10/2009,15/10/2009,1,1411.37,1,1,Surburban,1,Multichannel,No Offer,0,1,4.87804878,40,1,MAA
WRW4FU,15/10/2009,15/10/2009,7,157.45,1,0,Urban,1,Phone,Buy One Get One,0,1,0,72.28,1,BOM
JSBTPF,15/10/2009,04/12/2009,9,217.8,1,0,Surburban,1,Web,No Offer,0,1,36.66666667,51.18,1,MAA
CKMJQG,15/10/2009,15/10/2009,3,281.08,1,1,Surburban,0,Phone,Discount,0,0,17.39130435,52.93,1,MAA
U8Y3AJ,15/10/2009,15/10/2009,1,908.07,0,1,Surburban,1,Phone,Discount,0,1,0,81.47,1,MAA
DU9727,16/10/2009,29/12/2009,1,368.94,1,0,Urban,0,Phone,Discount,0,1,67.74193548,57.46,1,BOM
U2L8PK,16/10/2009,06/01/2010,6,209.73,0,1,Surburban,0,Phone,Discount,0,1,13.20754717,64.91,1,BOM
7NZU9W,15/10/2009,17/01/2010,9,157.81,1,0,Urban,0,Web,No Offer,0,1,83.87096774,137.71,1,BOM
W3VNSZ,15/10/2009,15/10/2009,6,94.29,0,1,Urban,1,Web,Buy One Get One,0,1,8.823529412,37.17,1,BLR
LBSSJB,15/10/2009,15/10/2009,4,469.4,0,1,Urban,1,Web,Discount,0,1,5.882352941,40.02,1,BOM
HGCKC4,15/10/2009,15/10/2009,9,179.24,1,0,Surburban,0,Phone,Buy One Get One,0,0,0,40.02,1,BOM
HB72F8,15/10/2009,15/10/2009,5,29.99,1,0,Rural,0,Web,Discount,0,1,13.33333333,40.02,1,BOM
PVE3WK,15/10/2009,15/10/2009,10,123.99,1,0,Surburban,1,Phone,Discount,0,1,9.523809524,40.02,1,DEL
LEARU7,15/10/2009,15/10/2009,7,68.14,0,1,Rural,1,Web,No Offer,0,1,0,40.02,1,DEL
PQ9MHZ,26/10/2009,26/10/2009,3,719.4,1,0,Urban,1,Multichannel,No Offer,0,1,3.125,61.7,1,DEL
RWCZBF,20/10/2009,20/10/2009,2,29.99,0,1,Surburban,1,Web,Discount,0,1,0,108.04,1,BLR
PXW82B,15/10/2009,15/10/2009,4,40.47,0,1,Urban,0,Web,Buy One Get One,0,1,9.090909091,52.45,1,MAA
TAGDSC,11/11/2009,11/11/2009,4,409.84,0,1,Urban,0,Web,Discount,0,1,33.33333333,67.35,1,DEL
HZBZG9,15/10/2009,20/11/2009,6,301.67,0,1,Surburban,0,Phone,No Offer,0,1,8.571428571,39.08,1,MAA
QX6EMU,15/10/2009,22/10/2009,1,29.99,1,0,Rural,0,Web,Discount,0,1,0,38.46,1,BOM
YR3F5D,15/10/2009,05/11/2009,8,58.95,1,0,Surburban,1,Phone,No Offer,0,1,12.19512195,38.01,1,BOM
5HWXJB,27/10/2009,11/11/2009,1,36.51,0,1,Surburban,1,Phone,Discount,0,1,8.571428571,58.55,1,MAA
3FNHQM,14/12/2009,14/12/2009,2,356.45,1,0,Urban,1,Phone,Buy One Get One,1,1,71.05263158,49.55,1,MAA
ZJYQ8F,15/10/2009,02/11/2009,11,163.36,1,0,Surburban,1,Phone,No Offer,0,1,12.82051282,40.42,1,MAA
AJN698,15/10/2009,15/10/2009,1,313.03,1,0,Urban,0,Web,Discount,0,1,80.76923077,40.02,1,BOM
GE3EQC,15/10/2009,15/10/2009,2,29.99,1,0,Urban,1,Web,No Offer,0,0,100,164.26,1,BOM
HTSC4J,15/10/2009,15/10/2009,6,29.99,0,1,Urban,0,Web,Buy One Get One,1,1,27.5862069,40.02,1,BOM
8FNMHM,26/10/2009,17/01/2010,11,118.59,0,1,Rural,0,Web,No Offer,0,1,23.68421053,46.19,1,BLR
NT5FU7,15/10/2009,15/10/2009,9,52.48,1,0,Surburban,0,Phone,Buy One Get One,0,1,8.823529412,78.9,1,BOM
AES57S,15/10/2009,27/10/2009,9,256.61,0,1,Rural,0,Web,No Offer,0,1,0,38.01,1,BOM
WJTEKR,09/11/2009,09/11/2009,9,45.16,0,1,Surburban,1,Phone,Buy One Get One,0,1,87.09677419,45.9,1,MAA
4MEYF9,19/11/2009,19/11/2009,7,59.13,0,1,Rural,1,Phone,Buy One Get One,0,1,31.70731707,1,1,MAA
